экран,кнопка,название,действие,настройка,текст_или_цель,заметка
CODEX,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,
CODEX,K2,ТЗ Codex,Text,System → Text,"# CODEX — TASK PACKAGE FACTORY

Входной handoff:
[вставить]

Задача:
Собери implementation-ready task package для Codex. Не реализуй задачу. Не редактируй файлы. Не добавляй неподтверждённые требования.

Проверь, что вход содержит или явно помечает:
- context;
- objective;
- repository / local path;
- inputs;
- files to inspect;
- files allowed to modify;
- forbidden actions;
- expected outputs;
- acceptance criteria;
- tests / smoke checks;
- rollback plan;
- autonomy mode.

Если данных не хватает, не выдумывай. Пометь status: revise / blocked.

Верни строго:

# Codex Task

## Context
## Objective
## Autonomy mode
normal / long-run / inspect-only

## Inputs
## Repository / local path
## Files to inspect
## Files allowed to modify
## Forbidden actions
## Expected outputs
## Acceptance criteria
## Tests / smoke checks
## Rollback plan
## Hard blockers
## Assumptions
## Final response format

Summary:
Files changed:
Tests/checks run:
Assumptions:
Risks/limitations:
Rollback:
Acceptance status:
Next step:",Universal implementation-ready task package
CODEX,K3,Long-run,Text,System → Text,"# CODEX — LONG-RUN TASK PACKAGE

Входной handoff:
[вставить]

Задача:
Собери ultra-long / Codex APP task package. Не исполняй задачу. Не редактируй файлы.

Использовать только если:
- задача scoped;
- изменения локальные и обратимые;
- allowed files понятны;
- есть checks / smoke checks;
- можно продолжать без микровопросов до hard blocker.

Добавь:
- execution mode;
- batches;
- allowed scope;
- forbidden actions;
- retry policy;
- stop conditions;
- final report contract.

Верни:

# Codex APP Long-run Task

## Context
## Objective
## Execution mode
ultra-long-local / long-run / inspect-only

## Inputs
## Repository / local path
## Allowed files
## Forbidden files/actions
## Batch plan
## Checks per batch
## Acceptance criteria
## Stop conditions
## Rollback plan
## Final report format",Ultra-long / Codex APP task package
CODEX,K4,QA ТЗ,Text,System → Text,"# CODEX — TASK PACKAGE QA / JUDGE

Codex task package:
[вставить]

Задача:
Проверь как @judge, готово ли ТЗ к передаче исполнителю Codex. Не реализуй задачу.

Проверь:
- objective один и проверяемый;
- context достаточный;
- repository / local path указан;
- files to inspect указаны;
- files allowed to modify указаны;
- forbidden actions указаны;
- expected outputs проверяемы;
- acceptance criteria можно отметить pass/fail;
- tests / smoke checks соответствуют риску;
- rollback plan есть;
- hard blockers видны;
- scope не расширен;
- нет business logic / formulas / schemas / output contracts без explicit acceptance;
- нет secrets / `.env` / credentials;
- нет production/deploy/runtime mutation.

Верни строго:
QA verdict: pass / revise / blocked
Missing fields:
Scope risks:
Forbidden-action risks:
Unsupported assumptions:
Hard blockers:
Required fixes:
Approved task type:
Ready for Codex: yes / no",Judge check before executor handoff
CODEX,K5,Blocker,Text,System → Text,"# CODEX — BLOCKER REPORT

Входная задача / handoff:
[вставить]

Задача:
Определи, почему задачу нельзя безопасно передать в Codex сейчас. Не реализуй. Не придумывай недостающие данные.

Проверь blocker categories:
- нет objective;
- нет repository / local path;
- нет allowed files;
- нет forbidden actions;
- нет acceptance criteria;
- нет tests / smoke checks;
- нет rollback;
- нужны secrets / `.env` / credentials;
- затрагивается production/deploy/runtime;
- меняются business logic / formulas / schemas / APIs / output contracts;
- требуется destructive action;
- невозможно проверить результат.

Верни:
blocked_reason:
missing_input:
risk_if_continue:
safe_next_step:
what can be prepared now:
what is blocked:",Why the task cannot safely proceed
CODEX,K6,Docs-only,Text,System → Text,"# CODEX — DOCS-ONLY TASK PACKAGE

Входной handoff:
[вставить]

Задача:
Собери task package для безопасной docs-only задачи. Не реализуй.

Разрешённый scope:
- README;
- setup docs;
- manifest;
- upload guide;
- project settings;
- documentation consistency.

Запрещено:
- менять business logic;
- менять governed KB content без explicit scope;
- менять source cards / raw transcripts / chunks / embeddings / vector DB;
- добавлять web UI / semantic search / agentic workflow;
- трогать secrets / `.env`.

Верни полный Codex Task Package с:
- allowed files;
- forbidden files/actions;
- docs-only checks;
- acceptance criteria;
- rollback plan.",Safe documentation/settings task package
CODEX,K7,Bugfix,Text,System → Text,"# CODEX — BUGFIX TASK PACKAGE

Описание ошибки:
[вставить]

Задача:
Собери task package на bugfix. Не исправляй ошибку.

Обязательно включи:
- observed behavior;
- expected behavior;
- reproduction steps or evidence;
- likely files to inspect;
- files allowed to modify;
- forbidden actions;
- minimal fix principle;
- regression test / smoke check;
- acceptance criteria;
- rollback plan.

Верни Codex Task Package.",Bugfix package: reproduce/root cause/test
CODEX,K8,Refactor,Text,System → Text,"# CODEX — REFACTOR TASK PACKAGE

Входной handoff:
[вставить]

Задача:
Собери task package на безопасный refactor. Не реализуй.

Обязательные условия:
- behavior must be preserved;
- output contracts must be preserved;
- no business logic changes;
- no schema/API/column changes unless explicitly accepted;
- regression/golden checks required where possible.

Верни Codex Task Package.",Refactor package without behavior changes
CODEX,K9,Pipeline,Text,System → Text,"# CODEX — NOTEBOOK / SCRIPT TO PIPELINE TASK PACKAGE

Входной handoff из [Analytics] или текущего проекта:
[вставить]

Задача:
Собери task package на перевод Python notebooks / scripts в воспроизводимый pipeline. Не реализуй.

Целевая архитектура:
RAW → STAGE → MART → GRAPHICS → LLM PACKAGE → MEMO → QA

Проверь, что уже определено:
- repository / local path;
- notebooks / scripts to inspect;
- source input files;
- current outputs / baseline artifacts;
- business question;
- period;
- grain;
- metrics;
- formulas;
- data contract;
- RAW inventory rules;
- STAGE normalization rules;
- MART metrics and dimensions;
- GRAPHICS list and source mart/slices;
- LLM PACKAGE evidence / context rules;
- MEMO structure;
- QA / reconciliation requirements.

Если formulas, grain, output contracts или business definitions не определены — status: blocked / needs [Analytics].

Обязательные ограничения:
- не менять формулы без explicit acceptance;
- не менять schemas / column names / output contracts без explicit acceptance;
- не строить graphics напрямую из raw, только из mart/slices;
- deterministic расчёты отделить от LLM narrative;
- LLM MEMO писать только из evidence / context package;
- не трогать raw/private files;
- не добавлять secrets / `.env`;
- не добавлять web UI / vector DB / agentic workflow без отдельного gate.

Expected outputs:
- raw loader;
- stage builder;
- mart builder;
- graphics generator;
- LLM context/evidence package builder;
- memo draft generator or memo package;
- QA / validation checks;
- README / run instructions;
- tests / smoke checks.

Acceptance criteria:
- baseline воспроизводится или явно зафиксирован как unavailable;
- RAW totals = STAGE totals, где применимо;
- STAGE totals = MART totals, где применимо;
- output contract сохранён;
- graphics generated from mart/slices;
- LLM package contains verified facts only;
- tests / smoke checks defined;
- rollback plan provided.

Верни Codex Task Package.",Notebook/script to RAW-STAGE-MART-GRAPHICS-LLM-MEMO package
CODEX,K10,Tests,Text,System → Text,"# CODEX — TESTS / SMOKE CHECKS TASK PACKAGE

Входная задача:
[вставить]

Задача:
Собери task package на tests / smoke checks. Не запускай проверки.

Определи:
- risk level;
- smallest meaningful checks;
- existing tests to run;
- tests to add, если нужно;
- contract checks;
- smoke checks;
- golden/regression checks;
- artifact validation;
- pass/fail criteria.

Верни Codex Task Package.",Tests / smoke / regression package
CODEX,K11,Repo/PR,Text,System → Text,"# CODEX — REPO / PR TASK PACKAGE

Входная задача:
[вставить]

Задача:
Собери task package для local repo → branch → commit → push → PR workflow. Не выполняй git-команды.

Включи:
- repository / local path;
- expected branch name;
- allowed files;
- forbidden files;
- checks before commit;
- commit message type;
- PR summary requirements;
- merge restrictions;
- cleanup expectations;
- rollback plan.

Запрещено:
- direct commit to main;
- force push;
- merge without explicit approval;
- broad unrelated changes.

Верни Codex Task Package.",Repository branch / PR workflow package
CODEX,K12,Review,Text,System → Text,"# CODEX — RESULT / DIFF REVIEW

Результат Codex, diff, PR summary или final report:
[вставить]

Исходное ТЗ / acceptance criteria:
[вставить, если есть]

Задача:
Проверь как @judge, можно ли принимать результат. Не добавляй новые требования и не исправляй код.

Проверь:
- objective выполнен;
- изменения остались в allowed files;
- forbidden actions не выполнены;
- business logic / formulas / schemas / output contracts не изменены без explicit acceptance;
- tests / smoke checks реально указаны;
- failing checks не скрыты;
- rollback path понятен;
- residual risks названы;
- final report содержит Summary, Files changed, Tests/checks, Assumptions, Risks, Acceptance status, Next step.

Верни строго:
Review verdict: pass / revise / blocked
What passed:
What failed:
Scope issues:
Contract / schema risks:
Missing tests:
Unsupported claims:
Required fix:
Acceptance status:
Safe next step:",Review Codex result / diff / report before acceptance
CODEX,K13,Handoff,Text,System → Text,"# CODEX — HANDOFF BACK / NEXT PROJECT

Codex task / result / blocker:
[вставить]

Задача:
Определи, нужно ли вернуть задачу в [Thinking], [Analytics], [LLM], [AI OS] или можно передавать executor-layer.

Верни:
Current status:
Best destination:
Reason:
What is ready:
What is missing:
Risks:
Next handoff package:",Return to source project or executor handoff
CODEX,K14,Inspect,Text,System → Text,"# CODEX — INSPECT-ONLY PROJECT STRUCTURE PACKAGE

Задача / репозиторий:
[вставить]

Задача:
Собери inspect-only task package для получения структуры проекта. Не реализуй, не редактируй файлы.

Цель inspect:
- понять архитектуру проекта;
- найти ключевые папки;
- найти notebooks / scripts / entrypoints;
- найти tests / configs / docs;
- найти input/output/artifact locations;
- выявить private/sensitive зоны;
- подготовить следующий safe handoff для Refactor / Pipeline / Tests / Long-run.

Autonomy mode:
inspect-only

Files allowed to modify:
none

Forbidden actions:
- не менять файлы;
- не делать commit / push / merge;
- не удалять файлы;
- не трогать secrets / `.env` / credentials;
- не запускать destructive commands;
- не менять business logic / formulas / output contracts.

Expected output:
- project tree на 2–3 уровня;
- назначение ключевых папок;
- main entrypoints;
- notebooks / scripts inventory;
- data / artifacts / generated outputs inventory;
- tests/checks available;
- configs / environment notes;
- private/sensitive areas;
- risks / blockers;
- recommended next step.

Верни Codex Task Package.",Inspect-only project structure package
CODEX,K15,Проект,Website,System → Website,<CHATGPT_CODEX_PROJECT_URL>,
ПРОВЕРКА,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,Не перепрограммировать
ПРОВЕРКА,K2,Quick QA,Text,System → Text,"# ПРОВЕРКА — QUICK QA

Материал для проверки:
[вставить]

Intended use:
черновик / handoff / memo / prompt / Codex task / KB / руководитель / другое

Задача:
Проверь как @judge. Не переписывай материал и не решай исходную задачу. Дай короткий verdict и один безопасный следующий шаг.

Проверь:
- отвечает ли материал исходной задаче;
- есть ли unsupported claims;
- разделены ли FACT / INTERPRETATION / HYPOTHESIS / RECOMMENDATION;
- видны ли missing evidence, confidence и limitations;
- верен ли routing / owner project;
- есть ли actionable next step.

Верни строго:
QA verdict: pass / revise / blocked
Reason:
Unsupported claims:
Missing evidence:
Wrong routing:
Main risk:
Required revision:
Approved next step:",Universal 30-second judge gate
ПРОВЕРКА,K3,Evidence,Text,System → Text,"# ПРОВЕРКА — EVIDENCE QA

Материал для проверки:
[вставить]

Claim context / intended use:
[черновик / memo / KB / handoff / руководитель / другое]

Задача:
Проверь только доказательность. Не улучшай стиль и не расширяй содержание. Главный вопрос: какие утверждения нельзя безопасно использовать как facts.

Раздели claims:
- SUPPORTED FACT: подтверждено входным контекстом / источниками;
- WEAK CLAIM: есть слабая опора или неполный контекст;
- UNSUPPORTED CLAIM: нет подтверждения;
- FRESHNESS REQUIRED: нужен свежий web/API/pricing/release/legal check;
- INTERPRETATION: допустимое толкование, но не факт;
- HYPOTHESIS: версия для проверки.

Верни строго:
Evidence verdict: pass / revise / blocked
Supported claims:
Weak claims:
Unsupported claims:
Freshness-required claims:
What must not be claimed:
Required evidence:
Safe wording:
Owner project for verification:
Next step:",Evidence / unsupported claims check
ПРОВЕРКА,K4,Факт/Толк,Text,System → Text,"# ПРОВЕРКА — FACT / INTERPRETATION SPLIT

Материал для проверки:
[вставить]

Задача:
Раздели материал на факты, расчётные результаты, интерпретации, гипотезы, рекомендации и blockers. Не добавляй новые факты.

Классифицируй каждое значимое утверждение:
- DATA FACT: прямо дано во входе / источнике;
- CALCULATION RESULT: следует из формулы или расчёта;
- INTERPRETATION: вывод из фактов;
- HYPOTHESIS: версия, требующая проверки;
- RECOMMENDATION: действие / совет;
- BLOCKER: то, без чего нельзя принять вывод;
- UNSUPPORTED: не подтверждено входом.

Проверь:
- не поданы ли гипотезы как факты;
- не названа ли причина подтверждённой без evidence;
- не сильнее ли рекомендация, чем данные;
- есть ли confidence и limitations.

Верни строго:
Split verdict: pass / revise / blocked
DATA FACT:
CALCULATION RESULT:
INTERPRETATION:
HYPOTHESIS:
RECOMMENDATION:
BLOCKER:
UNSUPPORTED:
Required rewrite rules:
Safe final wording:
Next step:",Facts vs interpretation splitter
ПРОВЕРКА,K5,Schema QA,Text,System → Text,"# ПРОВЕРКА — SCHEMA / OUTPUT CONTRACT QA

Материал для проверки:
[вставить]

Expected schema / output contract:
[вставить, если есть]

Задача:
Проверь, соблюдена ли требуемая структура ответа. Не оценивай красоту текста, оценивай проверяемость и полноту contract.

Проверь:
- есть ли все обязательные разделы;
- заполнены ли обязательные поля;
- статусы из допустимого набора;
- facts / assumptions / risks / limitations разделены;
- output можно проверить pass/fail;
- next step конкретный;
- handoff содержит objective, inputs, constraints, expected output, acceptance criteria, risks;
- нет лишних неподтверждённых разделов.

Верни строго:
Schema verdict: pass / revise / blocked
Missing required sections:
Missing required fields:
Invalid statuses / labels:
Ambiguous fields:
Extra risky content:
Required schema fixes:
Corrected output skeleton:
Next step:",Output schema / contract check
ПРОВЕРКА,K6,Fix brief,Text,System → Text,"# ПРОВЕРКА — REVISION BRIEF

Материал для доработки:
[вставить]

Исходная задача / intended use:
[вставить]

Задача:
Не переписывай весь материал. Составь точный brief на доработку: что исправить, удалить, смягчить, подтвердить или передать в другой проект.

Проверь:
- unsupported claims;
- missing evidence;
- wrong routing;
- overconfidence;
- missing constraints;
- нарушенную структуру;
- слабый next step;
- риск использования без acceptance.

Верни строго:
Revision verdict: revise / blocked / no revision needed
Must delete:
Must mark as hypothesis:
Must support with evidence:
Must soften wording:
Must add:
Must route / handoff:
Do not change:
Patch plan:
Acceptance check after revision:
Next step:",Revision brief without rewriting everything
ПРОВЕРКА,K7,Blocker,Text,System → Text,"# ПРОВЕРКА — BLOCKER GATE

Материал / решение / handoff:
[вставить]

Задача:
Определи, можно ли продолжать, или есть stop / pause / blocked condition. Не решай задачу вместо владельца.

Проверь blockers:
- нет исходной задачи / objective;
- нет owner project;
- нет ключевых данных / источников;
- вывод сильнее evidence;
- route неясен;
- handoff без constraints / acceptance criteria;
- Codex-задача без files / tests / rollback;
- аналитический вывод без data contract / QA;
- есть destructive action без явного gate;
- есть secrets / `.env` / private data risk;
- нужен fresh check, но он не выполнен.

Верни строго:
Blocker verdict: proceed / pause / blocked / escalate
Main blocker:
Stop conditions:
Pause conditions:
What is safe to do now:
What is blocked:
Owner project:
Required fix to unblock:
Minimum safe next step:",Stop / pause / blocked gate
ПРОВЕРКА,K8,Status,Text,System → Text,"# ПРОВЕРКА — STATUS CLASSIFIER

Материал / prompt / решение / handoff / output:
[вставить]

Задача:
Определи рабочий статус материала. Не улучшай текст. Не повышай статус без evidence и acceptance.

Допустимые статусы:
- raw_capture: сырой вход;
- draft: черновик;
- candidate: можно обсуждать, но не использовать как финал;
- revise_required: нужна доработка;
- blocked: нельзя использовать до исправления blocker;
- accepted: можно использовать в указанном intended use;
- deprecated: устарело;
- needs_handoff: нужно передать в другой проект.

Проверь:
- intended use;
- evidence status;
- completeness;
- routing;
- acceptance criteria;
- residual risks;
- next review trigger.

Верни строго:
Status:
Why:
Allowed use:
Forbidden use:
Evidence status:
Acceptance status: pass / revise / blocked
Residual risks:
Revisit trigger:
Owner project:
Next step:",Artifact / decision / output status classification
ПРОВЕРКА,K9,Risk QA,Text,System → Text,"# ПРОВЕРКА — RISK QA

Материал / решение / план:
[вставить]

Задача:
Проверь как @judge риски, скрытые assumptions и failure modes. Не спорь ради спора: ищи реальные условия поломки.

Проверь:
- hidden assumptions;
- weak evidence;
- overconfidence;
- ignored downside;
- wrong routing;
- premature automation;
- missing owner / acceptance / rollback;
- риск использования результата не по назначению;
- что будет, если главный assumption ложный.

Верни строго:
Risk verdict: low / medium / high / blocked
Top risks table:
| Risk | Severity | Trigger | Impact | Detection check | Mitigation | Owner |
|---|---|---|---|---|---|---|
Critical assumptions:
Failure modes:
What would make this unsafe:
Required safeguards:
Safer next step:
Confidence:",Risk / hidden assumptions / failure modes
ПРОВЕРКА,K10,Accept,Text,System → Text,"# ПРОВЕРКА — ACCEPTANCE GATE

Материал для приёмки:
[вставить]

Intended use:
сохранить / передать / использовать в memo / использовать в KB / отправить в Codex / показать руководителю / другое

Acceptance criteria:
[вставить, если есть]

Задача:
Проверь, можно ли принять материал для указанного intended use. Не принимай черновик как финал только потому, что он выглядит убедительно.

Проверь:
- задача выполнена;
- output schema соблюдена;
- evidence / sources / limitations видны;
- unsupported claims удалены или помечены;
- routing / owner project корректен;
- acceptance criteria проверяемы;
- residual risks перечислены;
- next step конкретный;
- для Codex есть constraints, tests, rollback;
- для KB есть confidence и what_not_to_claim.

Верни строго:
Acceptance verdict: pass / revise / blocked
Accepted for intended use: да / нет
Missing acceptance criteria:
Required fixes before acceptance:
Residual risks:
What not to claim:
Save / handoff allowed: да / нет
Approved next step:",Acceptance / save / handoff gate
ПРОВЕРКА,K11,Halluc.,Text,System → Text,"# ПРОВЕРКА — HALLUCINATION / OVERCLAIM QA

Материал для проверки:
[вставить]

Known source context, если есть:
[вставить]

Задача:
Найди возможные hallucinations, overclaiming и факты, которые могли устареть. Не добавляй новые факты и не ищи оправдания слабым claims.

Проверь:
- конкретные факты без источника;
- имена, даты, версии, цены, лимиты, API, законы, релизы, benchmark claims;
- причинно-следственные утверждения без evidence;
- “лучший / самый / всегда / доказано” без основания;
- выводы, которые сильнее входных данных;
- invented sources / invented file references;
- скрытое смешение факта и интерпретации.

Верни строго:
Hallucination verdict: pass / revise / blocked
Likely hallucinations:
Overclaimed statements:
Freshness required:
Unsupported causality:
Invented or missing sources:
Safe replacements:
Claims to remove:
Next step:",Hallucination / overclaiming check
ПРОВЕРКА,K12,Route QA,Text,System → Text,"# ПРОВЕРКА — ROUTE QA

Маршрут / ответ / handoff для проверки:
[вставить]

Задача:
Проверь как @judge, корректен ли routing между проектами. Не решай целевую задачу.

Проверь:
- destination explicit;
- task type корректный;
- confidence honest;
- facts / assumptions / risks разделены;
- missing data visible;
- one next step provided;
- handoff used for project work;
- нет расчётов в [AI OS];
- нет кода в [Thinking];
- нет prompt/workflow в [Analytics];
- нет vague context в Things;
- нет Codex без constraints / acceptance / rollback.

Верни строго:
Route verdict: pass / revise / blocked
Wrong routing:
Correct destination:
Missing constraints:
Unsupported assumptions:
Main risk:
Required fix:
Corrected handoff skeleton:
Approved next step:",Cross-project routing judge
ПРОВЕРКА,K13,Handoff,Text,System → Text,"# ПРОВЕРКА — HANDOFF QA

Handoff для проверки:
[вставить]

Задача:
Проверь, готов ли handoff к передаче в целевой проект. Не выполняй handoff и не решай задачу.

Проверь обязательные поля:
- From;
- To;
- Task type;
- Objective;
- Context;
- Inputs;
- Constraints;
- Expected output;
- Acceptance criteria;
- Risks;
- Evidence / confidence;
- Open questions;
- Suggested first step.

Дополнительно для [Codex] / Codex APP:
- repository / local path;
- files to inspect;
- files allowed to change;
- forbidden actions;
- checks / smoke tests;
- rollback / stop condition;
- final report format.

Верни строго:
Handoff verdict: pass / revise / blocked
Missing fields:
Ambiguous scope:
Wrong destination:
Unsupported claims inside handoff:
Missing acceptance criteria:
Missing rollback / stop condition:
Required fixes:
Approved handoff summary:
Next step:",Handoff completeness and safety QA
ПРОВЕРКА,K14,Final QA,Text,System → Text,"# ПРОВЕРКА — FINAL QA

Финальный материал:
[вставить]

Intended final use:
сохранить в Knowledge / отправить в проект / использовать в memo / показать руководителю / передать в Codex / другое

Задача:
Проверь материал перед финальным использованием. Не переписывай его полностью; дай verdict, release notes и обязательные исправления.

Проверь:
- исходная задача выполнена;
- output schema соблюдена;
- facts / interpretation / hypothesis / recommendation разделены;
- unsupported claims удалены или помечены;
- confidence и limitations видны;
- route / owner project верный;
- handoff содержит acceptance criteria, если нужен;
- next step конкретный;
- residual risks честно указаны;
- материал не обещает production readiness без acceptance.

Верни строго:
Final verdict: pass / revise / blocked
Release notes:
Unsupported claims:
Required final fixes:
Residual risks:
What not to claim:
Approved use:
Save / share allowed: да / нет
Approved next step:",Final gate before save / share / reuse
ПРОВЕРКА,K15,Fast Pass,Text,System → Text,"# ПРОВЕРКА — FAST PASS

Материал:
[вставить]

Задача:
Дай ультракороткую QA-проверку. Не делай полный аудит. Используй только для низкорисковых черновиков.

Проверь за один проход:
- задача выполнена;
- нет очевидных unsupported claims;
- маршрут не выглядит ошибочным;
- есть понятный next step.

Верни строго:
Verdict: pass / revise / blocked
One-line reason:
Biggest risk:
One required fix:
Approved next step:",Ultra-short QA verdict
ВХОД,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,Не перепрограммировать
ВХОД,K2,Inbox,Text,System → Text,"# CAPTURE — INBOX / БЫСТРЫЙ ВХОД

Raw input:
[вставить]

Задача:
Нормализуй входящий материал для последующей обработки. Не решай задачу, не делай глубокий анализ, не создавай финальный routing и не превращай всё подряд в Things.

Extract only:
- capture_title:
- raw_summary:
- type_candidate: idea / problem / task / meeting / metric / bug / risk / memo_seed / research_seed / prompt_seed / decision_seed / unclear
- facts_given:
- missing_details:
- capture_status: raw / normalized / route_needed / ready_for_project
- routing_needed: yes / no
- urgency: none / today / dated / unclear
- next_safe_action: route later / ask / save to notes / create Things / create Calendar / handoff candidate
- note_for_later:

Rules:
- не придумывай недостающие факты;
- если тип неясен, ставь unclear;
- максимум один следующий безопасный шаг;
- QA и project routing выполняются позже.",Universal fast capture / normalize only
ВХОД,K3,Idea,Text,System → Text,"# CAPTURE — IDEA / ГИПОТЕЗА

Raw input:
[вставить]

Задача:
Зафиксируй идею как сырой кандидат. Не оценивай её глубоко и не превращай в решение.

Extract only:
- idea:
- trigger / why it appeared:
- possible use:
- known facts:
- assumptions:
- related area / project candidate:
- evidence_needed:
- not_decided:
- capture_status: raw / normalized / route_needed
- next_safe_action:

Rules:
- гипотезу не называй фактом;
- не обещай реализацию;
- если идея требует проверки AI / инструмента / модели / pricing, пометь freshness_needed.",Idea / hypothesis intake
ВХОД,K4,Problem,Text,System → Text,"# CAPTURE — PROBLEM / БОЛЬ

Raw input:
[вставить]

Задача:
Зафиксируй проблему без поиска виноватых и без преждевременного решения.

Extract only:
- problem:
- context:
- affected area:
- observed symptom:
- evidence_given:
- missing_details:
- possible impact:
- severity: low / medium / high / unclear
- owner_project_candidate:
- capture_status: raw / normalized / route_needed
- next_safe_action:

Rules:
- не назначай root cause, если он не указан;
- не предлагай Codex, пока не определены scope и acceptance;
- если проблема про данные, пометь candidate_owner: [Analytics].",Problem / friction intake
ВХОД,K5,Task,Text,System → Text,"# CAPTURE — TASK / ДЕЙСТВИЕ

Raw input:
[вставить]

Задача:
Проверь, является ли вход конкретным действием. Не выполняй задачу.

Extract only:
- action:
- object:
- where / tool:
- due date / time, if any:
- done when:
- blocker:
- route_candidate: Things / Calendar / Project / unclear
- project_candidate, if any:
- capture_status: ready_for_task / route_needed / unclear
- next_safe_action:

Rules:
- если нет глагола действия, не отправляй в Things;
- если есть жёсткая дата/время, пометь Calendar candidate;
- если задача проектная, нужен later handoff.",Action intake for Things or project
ВХОД,K6,Meeting,Text,System → Text,"# CAPTURE — MEETING / CALENDAR

Raw input:
[вставить]

Задача:
Вытащи только данные для потенциального календарного события. Не создавай событие.

Extract only:
- event:
- date:
- time:
- duration:
- participants:
- location / link:
- preparation_needed:
- deadline_or_event: deadline / meeting / reminder / unclear
- calendar_readiness: ready / missing_details / unclear
- missing_details:
- next_safe_action:

Rules:
- если нет даты или времени, не называй событие готовым;
- если это действие без жёсткого времени, пометь Things candidate;
- используй даты в формате YYYY-MM-DD, если дата известна.",Calendar intake
ВХОД,K7,Metric,Text,System → Text,"# CAPTURE — METRIC / KPI

Raw input:
[вставить]

Задача:
Зафиксируй показатель или аналитический вопрос для [Analytics]. Не считай и не придумывай формулу.

Extract only:
- metric_name:
- business_question:
- period:
- grain:
- formula_if_known:
- source_if_known:
- currency / units:
- required_dimensions:
- owner_project: [Analytics]
- missing_data:
- capture_status: raw / normalized / route_needed
- next_safe_action:

Rules:
- deterministic calculation позже в [Analytics];
- если формула неизвестна, пиши formula_missing;
- не делай выводы без data contract.",Analytics metric intake
ВХОД,K8,Bug,Text,System → Text,"# CAPTURE — BUG / ERROR

Raw input:
[вставить]

Задача:
Зафиксируй ошибку или сбой. Не исправляй и не назначай root cause без evidence.

Extract only:
- what_failed:
- expected_behavior:
- actual_behavior:
- where_it_happened:
- steps_to_reproduce:
- impact:
- severity: low / medium / high / blocker / unclear
- likely_owner_project:
- logs_or_files_mentioned:
- missing_details:
- next_safe_action:

Rules:
- не проси raw logs/secrets в общий prompt;
- если нужен Codex, позже потребуется repo, files, checks, rollback;
- если severity blocker, пометь stop_or_escalate_candidate.",Bug / incident intake
ВХОД,K9,Risk,Text,System → Text,"# CAPTURE — RISK / WEAK SIGNAL

Raw input:
[вставить]

Задача:
Зафиксируй риск или слабый сигнал. Не превращай его в подтверждённую проблему без evidence.

Extract only:
- risk_signal:
- source / context:
- affected_area:
- possible_trigger:
- possible_impact:
- evidence_given:
- assumptions:
- severity: low / medium / high / unclear
- owner_project_candidate:
- monitoring_signal:
- next_safe_action:

Rules:
- risk != fact;
- не усиливай вероятность без данных;
- если требуется decision review, пометь owner_project_candidate: [Thinking].",Risk / weak signal intake
ВХОД,K10,Memo seed,Text,System → Text,"# CAPTURE — MEMO SEED

Raw input:
[вставить]

Задача:
Зафиксируй заготовку будущей записки. Не пиши записку сейчас.

Extract only:
- memo_topic:
- audience:
- decision_or_question:
- period:
- key_facts_given:
- sections_needed:
- evidence_needed:
- limitations:
- owner_project_candidate: [Analytics] / [LLM] / [Thinking] / unclear
- capture_status: raw / normalized / route_needed
- next_safe_action:

Rules:
- memo без evidence остаётся seed;
- числа и таблицы должны прийти из [Analytics];
- стиль и финальная упаковка позже в [LLM].",Memo seed intake
ВХОД,K11,Research,Text,System → Text,"# CAPTURE — RESEARCH SEED

Raw input:
[вставить]

Задача:
Зафиксируй тему исследования и границы. Не проводи исследование сейчас.

Extract only:
- research_topic:
- research_question:
- scope:
- freshness_needed: yes / no / unclear
- source_types_needed:
- avoid_list:
- expected_output:
- relevance_for_Sergey:
- owner_project_candidate: [AI OS] / [LLM] / [Thinking] / unclear
- missing_details:
- next_safe_action:

Rules:
- если тема про AI-релизы, модели, API, pricing, benchmark или market facts — freshness_needed: yes;
- не делай web claims внутри capture;
- сохраняй как seed для последующего routing.",Research topic intake
ВХОД,K12,Prompt seed,Text,System → Text,"# CAPTURE — PROMPT SEED / LLM WORKFLOW

Raw input:
[вставить]

Задача:
Зафиксируй идею prompt, workflow или model routing для [LLM]. Не делай финальный prompt без quality gate.

Extract only:
- prompt_or_workflow_goal:
- task_type_candidate: draft / summarize / judge / revise / classify / extract / synthesize / orchestrate / route / eval / unclear
- input_requirements:
- desired_output:
- constraints:
- model_class_candidate: fast / reasoning / high-reasoning / local / judge / unclear
- quality_gate_needed:
- known_risks:
- owner_project: [LLM]
- next_safe_action:

Rules:
- не hardcode конкретную модель как постоянную истину;
- reusable prompt требует registry item;
- unsupported claims пометить как missing evidence.",Prompt / LLM workflow intake
